name;provider;release_date;genres;price;platform;size;is_plus_exclusive
HIDDEN DRAGON LEGEND;"
Juego PSN
Lanzado 19 Sep 2017












                  30 Calificaciones
                

";;Lucha;16,99 €;PS4;"
                3.55 GB
              ";
Marvel vs. Capcom: Infinite - Deluxe Edition;CE EUROPE LIMITED;;Lucha;59,99 €;PS4;"
                38.18 GB
              ";
Marvel vs. Capcom: Infinite - Standard Edition;CE EUROPE LIMITED;;Lucha;39,99 €;PS4;"
                38.17 GB
              ";
Plague Road;"
Juego PSN
Lanzado 19 Sep 2017












                  7 Calificaciones
                

";;Estrategia;18,99 €;PS4;;
Robonauts;"
Juego PSN
Lanzado 19 Sep 2017












                  2 Calificaciones
                

";;Arcade;14,99 €;PS4;;
Shoppe Keep;"
Juego completo
Lanzado 19 Sep 2017












                  47 Calificaciones
                

";;Aventura;12,99 €;PS4;;
100ft Robot Golf;"
Paquete
Lanzado 18 Sep 2017












                  2 Calificaciones
                

";;Deportes;9,99 €;PS4;"
                7.16 GB
              ";
The Solus Project;GRIP DIGITAL S.R.O.;;Aventura;19,99 €;PS4;"
                3.94 GB
              ";
ACA NEOGEO SPIN MASTER;"
Juego PSN
Lanzado 15 Sep 2017












                  30 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Blackguards 2;"
Juego completo
Lanzado 15 Sep 2017












                  6 Calificaciones
                

";;Estrategia;39,99 €;PS4;"
                14.44 GB
              ";
Dishonored® La Colección Completa;Bethesda;;Acción;79,99 €;PS4;"
                94.35 GB
              ";
Dishonored®: La muerte del Forastero™;Bethesda;;Acción;29,99 €;PS4;"
                23.7 GB
              ";
Dishonored®: La muerte del Forastero™ Deluxe Bundle;Bethesda;;Acción;69,99 €;PS4;"
                61.5 GB
              ";
NBA 2K18;2K;;Deportes;69,99 €;PS4;"
                46.78 GB
              ";
NBA 2K18 Edición Leyenda;2K;;Deportes;99,99 €;PS4;"
                46.78 GB
              ";
NBA 2K18 Edición Leyenda Gold;2K;;Deportes;149,99 €;PS4;"
                46.78 GB
              ";
NBA LIVE 18: edición The One;EA Swiss Sarl;;Deportes;23,99 €;PS4;"
                27.67 GB
              ";
Poi;"
Juego PSN
Lanzado 15 Sep 2017












                  12 Calificaciones
                

";;Aventura;19,99 €;PS4;"
                1 GB
              ";
WRC 7 FIA World Rally Championship;BIGBEN INTERACTIVE SA;;Carreras;59,99 €;PS4;"
                19.57 GB
              ";
Ys VIII: Lacrimosa of DANA;NIS America;;Juegos de rol;59,99 €;PS4;"
                15.69 GB
              ";
Arcade Archives HAUNTED CASTLE;"
Juego PSN
Lanzado 14 Sep 2017












                  7 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Baja: Edge of Control HD;THQ NORDIC GMBH;;Carreras;20,99 €;PS4;"
                3.9 GB
              ";
Pro Evolution Soccer 2018;Konami;;Deportes;27,19 €;PS4;"
                24.29 GB
              ";
DrawFighters;"
Juego completo
Lanzado 13 Sep 2017












                  10 Calificaciones
                

";;Juegos de rol;9,99 €;PS4;;
DreamBreak;"
Juego PSN
Lanzado 13 Sep 2017












                  8 Calificaciones
                

";;Aventura;9,99 €;PS4;;
Transcripted;"
Juego PSN
Lanzado 13 Sep 2017












                  1 Calificaciones
                

";;Casual;7,99 €;PS4;"
                1.88 GB
              ";
Trulon: The Shadow Engine;"
Juego completo
Lanzado 13 Sep 2017












                  15 Calificaciones
                

";;Juegos de rol;19,99 €;PS4;;
ACA NEOGEO BLUE'S JOURNEY;"
Juego PSN
Lanzado 12 Sep 2017












                  9 Calificaciones
                

";;Arcade;7,99 €;PS4;;
Bloody Zombies;nDreams;;Arcade;13,49 €;PS4;"
                7.65 GB
              ";
Happy Dungeons;"
Juego PSN
Lanzado 12 Sep 2017












                  2536 Calificaciones
                

";;Juegos de rol;Gratis;PS4;"
                4.51 GB
              ";
MAIZE;Finish Line Games;;Único;19,99 €;PS4;"
                4.13 GB
              ";
NASCAR Heat 2;"
Juego PSN
Lanzado 12 Sep 2017












                  120 Calificaciones
                

";;Carreras;29,99 €;PS4;"
                9.76 GB
              ";
Planet of the Eyes;"
Juego PSN
Lanzado 12 Sep 2017












                  31 Calificaciones
                

";;Aventura;9,99 €;PS4;"
                1.1 GB
              ";
Radial-G : Racing Revolved;"
Juego completo
Lanzado 12 Sep 2017












                  106 Calificaciones
                

";;Arcade;9,74 €;PS4;"
                2.91 GB
              ";
SAMURAI SHODOWN V SPECIAL;SNK Playmore;;Lucha;14,99 €;PS4;;
Tooth and Tail;"
Juego PSN
Lanzado 12 Sep 2017












                  7 Calificaciones
                

";;Estrategia;15,99 €;PS4;;
Freedom Planet;"
Juego PSN
Lanzado 11 Sep 2017












                  50 Calificaciones
                

";;Acción;17,99 €;PS4;;
Call of Duty®: Black Ops III - Zombies Chronicles Deluxe;Activision Blizzard Int'l BV;;Shooter;99,99 €;PS4;"
                61.15 GB
              ";
CUTE Bundle;GRIP DIGITAL S.R.O.;;Único;14,99 €;PS4;"
                2.2 GB
              ";
GRIP ANTHOLOGY;GRIP DIGITAL S.R.O.;;Estrategia;26,99 €;PS4;"
                6.74 GB
              ";
NBA 2K18: El Prólogo;2K;;Deportes;Gratis;PS4;"
                12.36 GB
              ";
ACA NEOGEO ZED BLADE;"
Juego PSN
Lanzado 7 Sep 2017












                  13 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Arcade Archives THE NINJA WARRIORS;"
Juego PSN
Lanzado 7 Sep 2017












                  26 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Euro Fishing: Foundry Dock + Season Pass;"
Paquete
Lanzado 7 Sep 2017












                  2 Calificaciones
                

";;Deportes;44,99 €;PS4;"
                1.02 GB
              ";
Euro Fishing: Season Pass;"
Paquete
Lanzado 7 Sep 2017












                  11 Calificaciones
                

";;Deportes;35,99 €;PS4;;
Euro Fishing Urban Edition + Season Pass;"
Paquete
Lanzado 7 Sep 2017












                  3 Calificaciones
                

";;Deportes;59,99 €;PS4;"
                4.13 GB
              ";
Senko no Ronde 2;"
Juego PSN
Lanzado 7 Sep 2017












                  6 Calificaciones
                

";;Acción;39,99 €;PS4;"
                2.41 GB
              ";
The Lost Bear;"
Juego de PS VR
Lanzado 7 Sep 2017












                  149 Calificaciones
                

";;Aventura;9,99 €;PS4;"
                3.31 GB
              ";
Destiny 2 - Edición digital deluxe;Activision Blizzard Int'l BV;;Shooter;80,29 €;PS4;"
                30.85 GB
              ";
Destiny 2 - Juego + paquete del pase de expansión;Activision Blizzard Int'l BV;;Shooter;71,99 €;PS4;"
                30.85 GB
              ";
Knack 2;Sony Interactive Entertainment Europe;;Aventura;39,99 €;PS4;"
                40.39 GB
              ";
Save the Ninja Clan;"
Juego PSN
Lanzado 6 Sep 2017












                  12 Calificaciones
                

";;Arcade;3,99 €;PS4;;
Blood Bowl®2: Legendary Edition;FOCUS HOME INTERACTIVE;;Estrategia;33,74 €;PS4;"
                3.04 GB
              ";
Don't Knock Twice;Wales Interactive Limited;;Aventura;19,99 €;PS4;"
                1.27 GB
              ";
Songbringer;Double Eleven Limited;;Holandés;19,99 €;PS4;;
Utawarerumono: Mask of Truth;Deep Silver;;Aventura;49,99 €;PS4;"
                6.41 GB
              ";
Warlocks vs Shadows;TEYON;;Juegos de rol;13,99 €;PS4;"
                2.13 GB
              ";
ACA NEOGEO PUZZLED;"
Juego PSN
Lanzado 1 Sep 2017












                  8 Calificaciones
                

";;Arcade;6,99 €;PS4;;
ARK: Survival Evolved Season Pass;"
Paquete
Lanzado 1 Sep 2017












                  578 Calificaciones
                

";;Juegos de rol;44,99 €;PS4;;
Rabi-Ribi;PQube Ltd;;Arcade;24,99 €;PS4;;
ACA NEOGEO FATAL FURY 3;"
Juego PSN
Lanzado 31 Ago 2017












                  3 Calificaciones
                

";;Arcade;6,99 €;PS4;;
ACA NEOGEO MAGICIAN LORD;"
Juego PSN
Lanzado 31 Ago 2017












                  3 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Last Day of June;505 GAMES S.R.L.;;Aventura;19,99 €;PS4;"
                2.59 GB
              ";
Life is Strange: Before the Storm - Deluxe Edition;Square Enix LTD;;Aventura;24,99 €;PS4;"
                5.33 GB
              ";
Life is Strange: Before the Storm - Episodio 1;Square Enix LTD;;Aventura;5,99 €;PS4;"
                5.11 GB
              ";
Life is Strange: Before the Storm - Temporada completa;Square Enix LTD;;Acción;16,99 €;PS4;"
                5.11 GB
              ";
Redout: Lightspeed Edition;"
Juego completo
Lanzado 31 Ago 2017












                  84 Calificaciones
                

";;Carreras;39,99 €;PS4;"
                4.23 GB
              ";
Sneaky Bears;WarDucks Ltd;;Arcade;14,99 €;PS4;"
                1.52 GB
              ";
Everybody’s Golf;Sony Interactive Entertainment Europe;;Deportes;39,99 €;PS4;"
                8.78 GB
              ";
Perfect Angle;"
Juego PSN
Lanzado 30 Ago 2017












                  8 Calificaciones
                

";;Educativo;9,99 €;PS4;;
THE KING OF FIGHTERS XIV - SPECIAL ANNIVERSARY EDITION;Deep Silver;;Lucha;54,99 €;PS4;"
                16.38 GB
              ";
X-Morph: Defense;Exor Studios;;Arcade;19,99 €;PS4;"
                3.83 GB
              ";
Absolver;Devolver Digital;;Acción;29,99 €;PS4;"
                5.96 GB
              ";
Call of Duty®: Black Ops III - Zombies Chronicles Edition;Activision Blizzard Int'l BV;;Shooter;69,99 €;PS4;"
                59.1 GB
              ";
Dead Alliance™;"
Juego completo
Lanzado 29 Ago 2017












                  73 Calificaciones
                

";;Shooter;39,99 €;PS4;"
                3.69 GB
              ";
Dead Alliance™: Multiplayer Edition;"
Juego PSN
Lanzado 29 Ago 2017












                  18 Calificaciones
                

";;Shooter;24,99 €;PS4;"
                3.69 GB
              ";
FISHING PLANET;"
Juego PSN
Lanzado 29 Ago 2017












                  11999 Calificaciones
                

";;Deportes;Gratis;PS4;"
                4.5 GB
              ";
Grim Legends 2: Song of the Dark Swan;"
Juego PSN
Lanzado 29 Ago 2017












                  124 Calificaciones
                

";;Puzzle;14,99 €;PS4;"
                1.17 GB
              ";
Obduction ® ;"
Juego PSN
Lanzado 29 Ago 2017












                  90 Calificaciones
                

";;Puzzle;28,99 €;PS4;"
                4.69 GB
              ";
Pillars of Eternity: Complete Edition;PARADOX INTERACTIVE AB;;Aventura;49,99 €;PS4;"
                15.13 GB
              ";
RESIDENT EVIL REVELATIONS;CE EUROPE LIMITED;;Acción;19,99 €;PS4;"
                18.24 GB
              ";
Resident Evil Revelations 1 & 2 Bundle;CE EUROPE LIMITED;;Horror;39,99 €;PS4;"
                41.66 GB
              ";
Rock of Ages 2: Bigger & Boulder™;ATLUS USA;;Único;14,49 €;PS4;"
                2.43 GB
              ";
Sparc;CCP Games;;;29,99 €;PS4;"
                2.46 GB
              ";
STILL TIME;"
Juego
Lanzado 29 Ago 2017












                  1 Calificaciones
                

";;Único;20,99 €;PS4, PS Vita;;
Surf World Series;"
Juego PSN
Lanzado 29 Ago 2017












                  5 Calificaciones
                

";;Arcade;14,99 €;PS4;"
                1.49 GB
              ";
The Metronomicon: Slay the Dance Floor;"
Juego PSN
Lanzado 29 Ago 2017












                  8 Calificaciones
                

";;Juegos de rol;20,99 €;PS4;;
The Metronomicon: Slay the Dance Floor - Deluxe;"
Paquete
Lanzado 29 Ago 2017












                  2 Calificaciones
                

";;Juegos de rol;24,99 €;PS4;"
                1.31 GB
              ";
Windjammers;"
Paquete
Lanzado 29 Ago 2017












                  8 Calificaciones
                

";;Arcade;14,99 €;PS4, PS Vita;;
Yakuza Kiwami;Deep Silver;;Aventura;34,99 €;PS4;"
                20.34 GB
              ";
Madden NFL 18;EA Swiss Sarl;;Deportes;69,99 €;PS4;"
                38.54 GB
              ";
NARUTO SHIPPUDEN: Ultimate Ninja STORM 2;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;19,99 €;PS4;"
                5.61 GB
              ";
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;19,99 €;PS4;"
                7.5 GB
              ";
NARUTO SHIPPUDEN: Ultimate Ninja STORM Legacy;BANDAI NAMCO ENTERTAINMENT EUROPE;;Lucha;69,99 €;PS4;"
                59.12 GB
              ";
NARUTO SHIPPUDEN: Ultimate Ninja STORM Trilogy;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;39,99 €;PS4;"
                18.75 GB
              ";
NARUTO: Ultimate Ninja STORM;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;19,99 €;PS4;"
                5.31 GB
              ";
One Piece: Unlimited World Red - Deluxe Edition;BANDAI NAMCO ENTERTAINMENT EUROPE;;Aventura;39,99 €;PS4;"
                13.01 GB
              ";
White Day: A Labyrinth Named School;PQube Ltd;;Horror;29,99 €;PS4;"
                4.38 GB
              ";
Armello - Lote Deluxe;League of Geeks;;Estrategia;37,99 €;PS4;;
Bleed;"
Juego PSN
Lanzado 23 Ago 2017












                  25 Calificaciones
                

";;Aventura;9,99 €;PS4;;
ChromaGun;"
Juego PSN
Lanzado 23 Ago 2017












                  46 Calificaciones
                

";;Shooter;14,99 €;PS4;"
                1.19 GB
              ";
Darkest Dungeon®: Crimson edition;"
Paquete
Lanzado 23 Ago 2017












                  24 Calificaciones
                

";;Estrategia;26,99 €;PS4, PS Vita;"
                2.1 GB
              ";
Jak and Daxter: The Precursor Legacy™;Sony Interactive Entertainment Europe;;Acción;14,99 €;PS4;;
SPARTAN;"
Juego PSN
Lanzado 23 Ago 2017












                  1 Calificaciones
                

";;Acción;8,99 €;PS4;;
Uncharted: El Legado Perdido;Sony Interactive Entertainment Europe;;Aventura;39,99 €;PS4;"
                47.98 GB
              ";
Duck Game;ADULT SWIM;;Acción;12,99 €;PS4;;
Mages of Mystralia;"
Juego PSN
Lanzado 22 Ago 2017












                  5 Calificaciones
                

";;Aventura;17,99 €;PS4;"
                7.1 GB
              ";
Soul Dimension;"
Juego de PS VR
Lanzado 22 Ago 2017












                  81 Calificaciones
                

";;Aventura;4,49 €;PS4;;
Super Comboman: Smash Edition;"
Juego PSN
Lanzado 22 Ago 2017












                  2 Calificaciones
                

";;Acción;17,99 €;PS4;"
                1.3 GB
              ";
SwapQuest;"
Juego PSN
Lanzado 22 Ago 2017












                  7 Calificaciones
                

";;Juegos de rol;9,99 €;PS4;;
The Bard's Tale: Remastered and Resnarkled;InXile Entertainment;;Juegos de rol;9,99 €;PS4;"
                3.61 GB
              ";
The Escapists 2;Team 17 Digital LTD;;Estrategia;21,99 €;PS4;"
                3.58 GB
              ";
Thimbleweed Park;"
Juego PSN
Lanzado 22 Ago 2017












                  194 Calificaciones
                

";;Aventura;19,99 €;PS4;;
Battlefield™ 1 Revolution;EA Swiss Sarl;;Shooter;59,99 €;PS4;"
                45.5 GB
              ";
Colección Battlefield™ 1 - Titanfall™ 2 Ultimate;EA Swiss Sarl;;Shooter;89,99 €;PS4;"
                79.7 GB
              ";
Agents of Mayhem;Deep Silver;;Acción;24,79 €;PS4;"
                34.73 GB
              ";
Wonder Boy: The Dragon's Trap + OST Bundle;"
Paquete
Lanzado 17 Ago 2017












                  1 Calificaciones
                

";;Aventura;24,99 €;PS4;"
                1.13 GB
              ";
Actividad Paranormal: El Alma Perdida;"
Juego de PS VR
Lanzado 16 Ago 2017












                  341 Calificaciones
                

";;Horror;24,99 €;PS4;"
                3.09 GB
              ";
BRIKS;SMOBILE INC;;Casual;14,99 €;PS4;"
                1.03 GB
              ";
Los pilares de la Tierra de Ken Follet;"
Juego completo
Lanzado 16 Ago 2017












                  61 Calificaciones
                

";;Aventura;27,99 €;PS4;"
                5.65 GB
              ";
MATTERFALL;Sony Interactive Entertainment Europe;;Shooter;19,99 €;PS4;"
                3.9 GB
              ";
observer;"
Juego PSN
Lanzado 16 Ago 2017












                  505 Calificaciones
                

";;Horror;17,99 €;PS4;"
                8.16 GB
              ";
Cities: Skylines - PlayStation®4 Edition;PARADOX INTERACTIVE AB;;Simulador;39,99 €;PS4;"
                1.93 GB
              ";
Dark Mystery;"
Juego PSN
Lanzado 15 Ago 2017












                  95 Calificaciones
                

";;Estrategia;8,99 €;PS4;"
                1.19 GB
              ";
Nidhogg 2;Messhof LLC;;Grupo;14,99 €;PS4;;
RobotRiot Hyper Edition;"
Juego PSN
Lanzado 15 Ago 2017












                  1 Calificaciones
                

";;Arcade;8,99 €;PS4;;
Sonic Mania;SEGA EUROPE LTD;;Familia;19,99 €;PS4;;
Tokyo 42;"
Juego PSN
Lanzado 15 Ago 2017












                  27 Calificaciones
                

";;Acción;20,99 €;PS4;"
                1.02 GB
              ";
Undertale;"
Paquete
Lanzado 15 Ago 2017












                  1922 Calificaciones
                

";;Juegos de rol;14,99 €;PS4, PS Vita;;
ACA NEOGEO ART OF FIGHTING 2;"
Juego PSN
Lanzado 11 Ago 2017












                  26 Calificaciones
                

";;Lucha;6,99 €;PS4;;
ACA NEOGEO THE KING OF FIGHTERS '96;"
Juego PSN
Lanzado 11 Ago 2017












                  4 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Sudden Strike 4;"
Juego completo
Lanzado 11 Ago 2017












                  388 Calificaciones
                

";;Estrategia;59,99 €;PS4;"
                6.09 GB
              ";
Wales Interactive Publisher Bundle;Wales Interactive Limited;;Aventura;59,99 €;PS4;"
                21.3 GB
              ";
Digerati Bundle 3 Pack Part 5;"
Paquete
Lanzado 9 Ago 2017
 ";;Shooter;16,99 €;PS4, PS Vita;"
                1.12 GB
              ";
The Long Dark;"
Juego PSN
Lanzado 9 Ago 2017












                  607 Calificaciones
                

";;Acción;36,99 €;PS4;"
                7.32 GB
              ";
Batman: El Enemigo Dentro - Episode 1;Telltale Games;;Inglés;6,49 €;PS4;"
                3.87 GB
              ";
Batman: El Enemigo Dentro - Season Pass;Telltale Games;;Aventura;29,99 €;PS4;"
                3.87 GB
              ";
BLACKHOLE: Complete Edition;"
Juego completo
Lanzado 8 Ago 2017












                  8 Calificaciones
                

";;Aventura;14,99 €;PS4;"
                1.56 GB
              ";
Comet Crash 2: The Kronkoid Wars;Pelfast;;Estrategia;17,99 €;PS4;;
Graceful Explosion Machine;"
Juego PSN
Lanzado 8 Ago 2017












                  7 Calificaciones
                

";;Arcade;12,99 €;PS4;;
Hellblade: Senua’s Sacrifice ;"
Juego PSN
Lanzado 8 Ago 2017












                  8105 Calificaciones
                

";;Aventura;29,99 €;PS4;"
                14.19 GB
              ";
LawBreakers;"
Juego PSN
Lanzado 8 Ago 2017












                  512 Calificaciones
                

";;Acción;29,99 €;PS4;"
                8.89 GB
              ";
LawBreakers: Deadzo Deluxe Edition;"
Paquete
Lanzado 8 Ago 2017












                  58 Calificaciones
                

";;Acción;39,99 €;PS4;"
                8.89 GB
              ";
Masquerada: Songs and Shadows;"
Juego PSN
Lanzado 8 Ago 2017












                  14 Calificaciones
                

";;Juegos de rol;19,99 €;PS4;"
                12.19 GB
              ";
Mega Man Legacy Collection 1 & 2 Combo Pack;CE EUROPE LIMITED;;Acción;24,99 €;PS4;"
                5.25 GB
              ";
Mega Man Legacy Collection 2;CE EUROPE LIMITED;;Acción;14,99 €;PS4;"
                4.96 GB
              ";
Neon Drive;"
Juego PSN
Lanzado 8 Ago 2017












                  67 Calificaciones
                

";;Arcade;9,99 €;PS4;;
Sine Mora EX;THQ NORDIC GMBH;;Arcade;12,99 €;PS4;;
The Incredible Adventures of Van Helsing II;"
Juego PSN
Lanzado 8 Ago 2017












                  157 Calificaciones
                

";;Juegos de rol;14,99 €;PS4;"
                14.49 GB
              ";
Energy Cycle;"
Juego PSN
Lanzado 4 Ago 2017












                  86 Calificaciones
                

";;Familia;3,49 €;PS4;;
ACA NEOGEO AERO FIGHTERS 2;"
Juego PSN
Lanzado 3 Ago 2017












                  2 Calificaciones
                

";;Arcade;6,99 €;PS4;;
ACA NEOGEO SUPER SIDEKICKS;"
Juego PSN
Lanzado 2 Ago 2017












                  1 Calificaciones
                

";;Deportes;6,99 €;PS4;;
Digerati Bundle 2 Pack Part 8;"
Paquete
Lanzado 2 Ago 2017
 ";;Horror;11,99 €;PS4;"
                1.39 GB
              ";
Frisky Business;"
Juego PSN
Lanzado 2 Ago 2017












                  37 Calificaciones
                

";;Aventura;9,99 €;PS4;"
                2.24 GB
              ";
Brawlhalla Founders Pack;"
Paquete
Lanzado 1 Ago 2017












                  2122 Calificaciones
                

";;Lucha;19,99 €;PS4;;
CastleStorm VR Edition;ZEN STUDIOS LTD;;Estrategia;14,99 €;PS4;;
Demetrios - The BIG Cynical Adventure;"
Paquete
Lanzado 1 Ago 2017












                  98 Calificaciones
                

";;Único;9,99 €;PS4, PS Vita;;
DINO FRONTIER;"
Juego de PS VR
Lanzado 1 Ago 2017












                  3 Calificaciones
                

";;Estrategia;;PS4;;
Dino Frontier;"
Juego de PS VR
Lanzado 1 Ago 2017












                  9 Calificaciones
                

";;Estrategia;35,99 €;PS4;"
                1.15 GB
              ";
Dreadnought;"
Juego PSN
Lanzado 1 Ago 2017












                  8144 Calificaciones
                

";;Shooter;Gratis;PS4;"
                3.89 GB
              ";Plus exclusive
Patapon™ Remastered;Sony Interactive Entertainment Europe;;Aventura;14,99 €;PS4;"
                1.07 GB
              ";
Titanfall™ 2: Ultimate Edition;EA Swiss Sarl;;Shooter;27,99 €;PS4;"
                34.2 GB
              ";
Shadow Tactics: Blades of the Shogun;"
Juego PSN
Lanzado 31 Jul 2017












                  680 Calificaciones
                

";;Acción;49,99 €;PS4;"
                9 GB
              ";
VRog;"
Juego de PS VR
Lanzado 31 Jul 2017












                  15 Calificaciones
                

";;Casual;4,99 €;PS4;;
Energy Balance;"
Juego PSN
Lanzado 28 Jul 2017












                  9 Calificaciones
                

";;Familia;3,99 €;PS4;;
Rugby League Live 4;Home Ent Suppliers;;Deportes;46,19 €;PS4;"
                11.59 GB
              ";
SOEDESCO Collection - Volume 1;"
Paquete
Lanzado 28 Jul 2017
 ";;Estrategia;29,99 €;PS4;"
                10.23 GB
              ";
Sundered;"
Juego PSN
Lanzado 28 Jul 2017












                  156 Calificaciones
                

";;Aventura;19,99 €;PS4;"
                2.41 GB
              ";
Theseus;FORGE REPLY S.R.L.;;Aventura;19,99 €;PS4;"
                1.14 GB
              ";
UNBOX: NEWBIE'S ADVENTURE;"
Juego completo
Lanzado 26 Jul 2017












                  33 Calificaciones
                

";;Familia;24,99 €;PS4;"
                3.98 GB
              ";
Vostok Inc.;"
Juego completo
Lanzado 26 Jul 2017












                  42 Calificaciones
                

";;Casual;14,99 €;PS4;;
Aven Colony;Team 17 Digital LTD;;Estrategia;29,99 €;PS4;"
                7.35 GB
              ";
CIRCUIT BREAKERS;"
Juego PSN
Lanzado 25 Jul 2017












                  1 Calificaciones
                

";;Arcade;9,99 €;PS4;;
Fallen Legion Bundle;"
Paquete
Lanzado 25 Jul 2017












                  12 Calificaciones
                

";;Juegos de rol;28,99 €;PS4, PS Vita;"
                2 GB
              ";
Fallen Legion: Sins of an Empire;"
Juego PSN
Lanzado 25 Jul 2017












                  27 Calificaciones
                

";;Juegos de rol;19,99 €;PS4;"
                1.32 GB
              ";
Infinite Minigolf;ZEN STUDIOS LTD;;Deportes;14,99 €;PS4;"
                1.09 GB
              ";
Lost Grimoires: Stolen Kingdom;"
Juego PSN
Lanzado 25 Jul 2017












                  137 Calificaciones
                

";;Casual;14,99 €;PS4;;
Pressure Overdrive;"
Juego PSN
Lanzado 25 Jul 2017












                  14 Calificaciones
                

";;Arcade;12,99 €;PS4;"
                1.04 GB
              ";
Pyre;"
Juego PSN
Lanzado 25 Jul 2017












                  315 Calificaciones
                

";;Juegos de rol;19,99 €;PS4;"
                4.63 GB
              ";
Smashbox Arena;"
Juego de PS VR
Lanzado 25 Jul 2017












                  42 Calificaciones
                

";;Arcade;29,99 €;PS4;"
                1.63 GB
              ";
Super Cloudbuilt;Double Eleven Limited;;Aventura;19,99 €;PS4;"
                1.13 GB
              ";
Tiny Trax;FUTURLAB LIMITED;;Arcade;15,99 €;PS4;"
                2.42 GB
              ";
Euro Fishing: Urban Edition;"
Paquete
Lanzado 24 Jul 2017












                  48 Calificaciones
                

";;Deportes;24,99 €;PS4;"
                3.73 GB
              ";
Conga Master;RISING STAR GAMES;;Familia;8,99 €;PS4;;
Conga Master - Fiesta Bundle;RISING STAR GAMES;;Familia;;PS4;;
Fortnite Battle Royale;"
Juego completo
Lanzado 21 Jul 2017












                  508373 Calificaciones
                

";;Aventura;Gratis;PS4;"
                6.69 GB
              ";Plus exclusive
ACA NEOGEO KING OF THE MONSTERS;"
Juego PSN
Lanzado 20 Jul 2017












                  21 Calificaciones
                

";;Arcade;6,99 €;PS4;;
FINAL FANTASY XIV® Online Complete Edition;Square Enix LTD;;Juegos de rol;54,99 €;PS4;"
                11.33 GB
              ";
SUPERHOT;"
Juego PSN
Lanzado 19 Jul 2017












                  497 Calificaciones
                

";;Único;24,99 €;PS4;"
                2.93 GB
              ";
SUPERHOT MIND IS SOFTWARE BUNDLE;"
Juego de PS VR
Lanzado 19 Jul 2017












                  11 Calificaciones
                

";;Único;39,99 €;PS4;"
                5.85 GB
              ";
SUPERHOT VR;"
Juego de PS VR
Lanzado 19 Jul 2017












                  995 Calificaciones
                

";;Aventura;24,99 €;PS4;"
                2.92 GB
              ";
THE IDOLM＠STER CINDERELLA GIRLS VIEWING REVOLUTION;BANDAI NAMCO ENTERTAINMENT EUROPE;;MUSIC/RHYTHM;19,99 €;PS4;"
                1.55 GB
              ";
Archangel™;"
Juego de PS VR
Lanzado 18 Jul 2017












                  126 Calificaciones
                

";;Shooter;35,99 €;PS4;"
                5.27 GB
              ";
Children of Zodiarcs;Square Enix LTD;;Juegos de rol;17,99 €;PS4;"
                1.3 GB
              ";
FINAL FANTASY XII THE ZODIAC AGE;Square Enix LTD;;Juegos de rol;49,99 €;PS4;"
                40.56 GB
              ";
Orcs Must Die! Unchained;"
Juego PSN
Lanzado 18 Jul 2017












                  5190 Calificaciones
                

";;Estrategia;Gratis;PS4;"
                5.73 GB
              ";
The Girl and the Robot;"
Juego PSN
Lanzado 18 Jul 2017












                  10 Calificaciones
                

";;Aventura;14,99 €;PS4;"
                2.46 GB
              ";
Yonder: The Cloud Catcher Chronicles;"
Juego completo
Lanzado 18 Jul 2017












                  227 Calificaciones
                

";;Aventura;15,59 €;PS4;"
                4.1 GB
              ";
Alien Shooter + Doodle God Bundle;4HIT LTD;;Shooter;9,99 €;PS4;;
Deadcore;GRIP DIGITAL S.R.O.;;Shooter;7,99 €;PS4;"
                2.02 GB
              ";
Mr. Shifty;"
Juego PSN
Lanzado 14 Jul 2017












                  7 Calificaciones
                

";;Acción;5,99 €;PS4;"
                4.09 GB
              ";
ACA NEOGEO FATAL FURY SPECIAL;"
Juego PSN
Lanzado 13 Jul 2017












                  4 Calificaciones
                

";;Arcade;6,99 €;PS4;;
Day D Tower Rush;4HIT LTD;;Estrategia;6,99 €;PS4;;
Black the Fall;Square Enix LTD;;Único;14,99 €;PS4;"
                1.32 GB
              ";
Fantastic Contraption;"
Juego de PS VR
Lanzado 11 Jul 2017












                  61 Calificaciones
                

";;Único;21,99 €;PS4;;
IRON CRYPTICLE;TIKIPOD LTD;;Arcade;8,99 €;PS4;;
Minecraft: Story Mode - Season Two - Episode 1;Telltale Games;;Aventura;5,99 €;PS4;"
                1.81 GB
              ";
Minecraft: Story Mode - Season Two - Season Pass;Telltale Games;;Aventura;28,99 €;PS4;"
                1.81 GB
              ";
Serial Cleaner;Curve Digital;;Acción;Gratis;PS4;;Plus exclusive
Serial Cleaner + Official Soundtrack Bundle;Curve Digital;;Acción;19,99 €;PS4;;
Transport Giant;"
Juego completo
Lanzado 11 Jul 2017












                  150 Calificaciones
                

";;Estrategia;29,99 €;PS4;"
                5.69 GB
              ";
